,Accession,Pangolin,Geo_Location,Collection_Date
1366,MZ354452,P.1,USA: Indiana,2021-05-12
1370,MZ354482,P.1,USA: Indiana,2021-05-12
1561,MZ333382,P.1,USA: Indiana,2021-05-12
1944,MZ307770,P.1,USA: Indiana,2021-05-12
1951,MZ307795,P.1,USA: Indiana,2021-05-12
619,MZ415932,P.1,USA: Indiana,2021-05-13
623,MZ415989,P.1,USA: Indiana,2021-05-13
1362,MZ354409,P.1,USA: Indiana,2021-05-13
1953,MZ307821,P.1,USA: Indiana,2021-05-13
1555,MZ333325,P.1,USA: Indiana,2021-05-14
1960,MZ307917,P.1,USA: Indiana,2021-05-14
2035,MZ294562,P.1,USA: Indiana,2021-05-14
2059,MZ296068,P.1,USA: Indiana,2021-05-15
1471,MZ341393,P.1,USA: Indiana,2021-05-17
1568,MZ337552,P.1,USA: Indiana,2021-05-17
1683,MZ320027,P.1,USA: Indiana,2021-05-19
1141,MZ372248,P.1,USA: Indiana,2021-05-21
1692,MZ320134,P.1,USA: Indiana,2021-05-21
1168,MZ372810,P.1,USA: Indiana,2021-05-27
689,MZ412201,P.1,USA: Indiana,2021-06-02
832,MZ386286,P.1,USA: Indiana,2021-06-04
369,MZ450764,P.1,USA: Indiana,2021-06-12
5363,MW968377,P.1,USA: Iowa,2021-03-26
5228,MW991159,P.1,USA: Iowa,2021-03-30
3384,MZ213681,P.1,USA: Iowa,2021-04-10
3385,MZ213682,P.1,USA: Iowa,2021-04-13
3825,MZ187357,P.1,USA: Iowa,2021-04-14
3435,MZ215109,P.1,USA: Iowa,2021-04-15
3800,MZ186439,P.1,USA: Iowa,2021-04-17
3840,MZ187722,P.1,USA: Iowa,2021-04-18
3790,MZ186142,P.1,USA: Iowa,2021-04-21
3873,MZ188448,P.1,USA: Iowa,2021-04-21
2282,MZ281071,P.1,USA: Iowa,2021-05-06
2099,MZ277914,P.1,USA: Iowa,2021-05-13
1623,MZ331291,P.1,USA: KS,2021-05-07
1624,MZ331299,P.1,USA: KS,2021-05-10
472,MZ429100,P.1,USA: KS,2021-05-20
390,MZ451882,P.1,USA: KS,2021-05-28
391,MZ451883,P.1,USA: KS,2021-06-01
1612,MZ331106,P.1,USA: KY,2021-04-29
4434,MZ083540,P.1,USA: Kansas,2021-04-01
4594,MZ075390,P.1,USA: Kansas,2021-04-05
4491,MZ085385,P.1,USA: Kansas,2021-04-07
4498,MZ085716,P.1,USA: Kansas,2021-04-07
4514,MZ086290,P.1,USA: Kansas,2021-04-08
4642,MZ076778,P.1,USA: Kansas,2021-04-12
3382,MZ213662,P.1,USA: Kansas,2021-04-13
4338,MZ099852,P.1,USA: Kansas,2021-04-14
3667,MZ184017,P.1,USA: Kansas,2021-04-23
4109,MZ164469,P.1,USA: Kansas,2021-04-23
2982,MZ241096,P.1,USA: Kansas,2021-04-27
3232,MZ222463,P.1,USA: Kansas,2021-04-27
3677,MZ184210,P.1,USA: Kansas,2021-04-28
2740,MZ255134,P.1,USA: Kansas,2021-05-01
4002,MZ181860,P.1,USA: Kansas,2021-05-01
2154,MZ278524,P.1,USA: Kansas,2021-05-03
2288,MZ281170,P.1,USA: Kansas,2021-05-07
3114,MZ254603,P.1,USA: Kansas,2021-05-07
3002,MZ244485,P.1,USA: Kansas,2021-05-09
1648,MZ319412,P.1,USA: Kansas,2021-05-10
1652,MZ319417,P.1,USA: Kansas,2021-05-11
3055,MZ245360,P.1,USA: Kansas,2021-05-11
1258,MZ356671,P.1,USA: Kansas,2021-05-22
1720,MZ320892,P.1,USA: Kansas,2021-05-23
1082,MZ368530,P.1,USA: Kansas,2021-05-28
1176,MZ372913,P.1,USA: Kansas,2021-05-28
414,MZ433492,P.1,USA: Kansas,2021-06-07
24,MZ491293,P.1,USA: Kansas,2021-06-11
109,MZ493969,P.1,USA: Kansas,2021-06-11
4015,MZ159105,P.1,USA: Kentucky,2021-03-27
5268,MZ002371,P.1,USA: Kentucky,2021-03-29
3785,MZ186076,P.1,USA: Kentucky,2021-04-17
2717,MZ271605,P.1,USA: Kentucky,2021-04-19
2462,MZ283986,P.1,USA: Kentucky,2021-04-23
3988,MZ179967,P.1,USA: Kentucky,2021-04-27
3106,MZ253791,P.1,USA: Kentucky,2021-05-06
2284,MZ281107,P.1,USA: Kentucky,2021-05-07
1560,MZ333376,P.1,USA: Kentucky,2021-05-13
1465,MZ341343,P.1,USA: Kentucky,2021-05-15
1458,MZ341088,P.1,USA: Kentucky,2021-05-18
1488,MZ341687,P.1,USA: Kentucky,2021-05-18
1486,MZ341681,P.1,USA: Kentucky,2021-05-19
1487,MZ341682,P.1,USA: Kentucky,2021-05-19
1506,MZ342096,P.1,USA: Kentucky,2021-05-19
1142,MZ372313,P.1,USA: Kentucky,2021-05-23
1152,MZ372625,P.1,USA: Kentucky,2021-05-24
1178,MZ372917,P.1,USA: Kentucky,2021-05-28
149,MZ494051,P.1,USA: Kentucky,2021-06-21
4409,MZ082720,P.1,USA: LA,2021-04-11
4410,MZ082724,P.1,USA: LA,2021-04-15
4451,MZ083965,P.1,USA: Louisiana,2021-04-07
4452,MZ083966,P.1,USA: Louisiana,2021-04-07
3710,MZ184857,P.1,USA: Louisiana,2021-04-28
2835,MZ237603,P.1,USA: Louisiana,2021-05-02
2826,MZ237542,P.1,USA: Louisiana,2021-05-03
2737,MZ255131,P.1,USA: Louisiana,2021-05-05
3083,MZ252758,P.1,USA: Louisiana,2021-05-09
859,MZ386516,P.1,USA: Louisiana,2021-05-26
854,MZ386446,P.1,USA: Louisiana,2021-06-01
818,MZ386208,P.1,USA: Louisiana,2021-06-02
819,MZ386209,P.1,USA: Louisiana,2021-06-02
417,MZ433497,P.1,USA: Louisiana,2021-06-07
420,MZ433504,P.1,USA: Louisiana,2021-06-07
88,MZ493947,P.1,USA: Louisiana,2021-06-11
1314,MZ358533,P.1,USA: MA,2021-05-04
1313,MZ358528,P.1,USA: MA,2021-05-05
5675,MW621433,P.1,USA: MD,2021-01-17
5312,MW988288,P.1,USA: MD,2021-04-12
4790,MZ062201,P.1,USA: MD,2021-04-21
2727,MZ267336,P.1,USA: MD,2021-05-07
770,MZ393520,P.1,USA: MD,2021-05-18
771,MZ393521,P.1,USA: MD,2021-05-18
773,MZ393543,P.1,USA: MD,2021-05-18
772,MZ393531,P.1,USA: MD,2021-05-24
729,MZ405198,P.1,USA: MD,2021-06-01
282,MZ456544,P.1,USA: MD,2021-06-13
19,MZ491056,P.1,USA: MD,2021-06-18
20,MZ491059,P.1,USA: MD,2021-06-22
1611,MZ331058,P.1,USA: ME,2021-05-13
4954,MZ028808,P.1,USA: MI,2021-04-04
2142,MZ278443,P.1,USA: MO,2021-05-03
376,MZ451714,P.1,USA: MS,2021-03-31
72,MZ493481,P.1,USA: MS,2021-06-02
4144,MZ164790,P.1,USA: MT,2021-04-19
4320,MZ143728,P.1,USA: MT,2021-04-21
3471,MZ206238,P.1,USA: MT,2021-04-27
1186,MZ360030,P.1,USA: MT,2021-05-19
402,MZ451956,P.1,USA: MT,2021-05-26
5457,MW963312,P.1,USA: Maine,2021-03-21
5477,MW963434,P.1,USA: Maine,2021-03-29
5044,MZ025163,P.1,USA: Maine,2021-04-02
5121,MZ010323,P.1,USA: Maine,2021-04-02
4908,MZ035419,P.1,USA: Maine,2021-04-06
4749,MZ060356,P.1,USA: Maine,2021-04-14
2709,MZ271307,P.1,USA: Maine,2021-04-15
2924,MZ241017,P.1,USA: Maine,2021-04-27
2926,MZ241019,P.1,USA: Maine,2021-04-27
2556,MZ290194,P.1,USA: Maine,2021-05-03
2526,MZ290149,P.1,USA: Maine,2021-05-05
2996,MZ244396,P.1,USA: Maine,2021-05-08
1763,MZ322077,P.1,USA: Maine,2021-05-12
2033,MZ294521,P.1,USA: Maine,2021-05-13
1227,MZ356602,P.1,USA: Maine,2021-05-19
1072,MZ368514,P.1,USA: Maine,2021-05-27
5249,MW995069,P.1,USA: Maryland,2021-03-18
5022,MZ024473,P.1,USA: Maryland,2021-03-28
5261,MZ002228,P.1,USA: Maryland,2021-04-01
4420,MZ083127,P.1,USA: Maryland,2021-04-05
4522,MZ086605,P.1,USA: Maryland,2021-04-08
2499,MZ284709,P.1,USA: Maryland,2021-04-21
2500,MZ284711,P.1,USA: Maryland,2021-04-21
3883,MZ188565,P.1,USA: Maryland,2021-04-30
1912,MZ306069,P.1,USA: Maryland,2021-05-06
1910,MZ306047,P.1,USA: Maryland,2021-05-07
1914,MZ306154,P.1,USA: Maryland,2021-05-07
2001,MZ294060,P.1,USA: Maryland,2021-05-15
1479,MZ341534,P.1,USA: Maryland,2021-05-17
1132,MZ372040,P.1,USA: Maryland,2021-05-25
1140,MZ372219,P.1,USA: Maryland,2021-05-31
701,MZ412404,P.1,USA: Maryland,2021-06-05
5666,MW808135,P.1,USA: Massachusetts,2021-02-23
2766,MZ259506,P.1,USA: Massachusetts,2021-03-02
5645,MW864680,P.1,USA: Massachusetts,2021-03-04
5647,MW864853,P.1,USA: Massachusetts,2021-03-05
5392,MW963218,P.1,USA: Massachusetts,2021-03-07
5393,MW963219,P.1,USA: Massachusetts,2021-03-07
5396,MW963222,P.1,USA: Massachusetts,2021-03-07
5638,MW868974,P.1,USA: Massachusetts,2021-03-07
5491,MW964011,P.1,USA: Massachusetts,2021-03-08
5641,MW869183,P.1,USA: Massachusetts,2021-03-08
5394,MW963220,P.1,USA: Massachusetts,2021-03-09
5395,MW963221,P.1,USA: Massachusetts,2021-03-09
5403,MW963234,P.1,USA: Massachusetts,2021-03-09
5410,MW963241,P.1,USA: Massachusetts,2021-03-11
5492,MW964074,P.1,USA: Massachusetts,2021-03-11
5597,MW907170,P.1,USA: Massachusetts,2021-03-12
5603,MW907917,P.1,USA: Massachusetts,2021-03-12
5604,MW907928,P.1,USA: Massachusetts,2021-03-13
5599,MW907250,P.1,USA: Massachusetts,2021-03-14
2768,MZ259594,P.1,USA: Massachusetts,2021-03-15
5418,MW963257,P.1,USA: Massachusetts,2021-03-15
5422,MW963261,P.1,USA: Massachusetts,2021-03-15
5428,MW963268,P.1,USA: Massachusetts,2021-03-16
5433,MW963274,P.1,USA: Massachusetts,2021-03-16
5441,MW963288,P.1,USA: Massachusetts,2021-03-16
5585,MW904976,P.1,USA: Massachusetts,2021-03-16
5610,MW908360,P.1,USA: Massachusetts,2021-03-16
5453,MW963304,P.1,USA: Massachusetts,2021-03-18
5456,MW963308,P.1,USA: Massachusetts,2021-03-18
5471,MW963359,P.1,USA: Massachusetts,2021-03-18
5549,MW911880,P.1,USA: Massachusetts,2021-03-18
5552,MW911990,P.1,USA: Massachusetts,2021-03-18
5358,MW968092,P.1,USA: Massachusetts,2021-03-19
5551,MW911972,P.1,USA: Massachusetts,2021-03-19
5558,MW912245,P.1,USA: Massachusetts,2021-03-19
5455,MW963306,P.1,USA: Massachusetts,2021-03-20
5577,MW915133,P.1,USA: Massachusetts,2021-03-20
5617,MW892119,P.1,USA: Massachusetts,2021-03-20
5618,MW892120,P.1,USA: Massachusetts,2021-03-20
5619,MW892126,P.1,USA: Massachusetts,2021-03-20
5454,MW963305,P.1,USA: Massachusetts,2021-03-21
5563,MW912400,P.1,USA: Massachusetts,2021-03-21
5564,MW912407,P.1,USA: Massachusetts,2021-03-21
5565,MW912428,P.1,USA: Massachusetts,2021-03-21
5653,MW834960,P.1,USA: Massachusetts,2021-03-21
5654,MW834961,P.1,USA: Massachusetts,2021-03-21
5655,MW834962,P.1,USA: Massachusetts,2021-03-21
5656,MW834965,P.1,USA: Massachusetts,2021-03-21
5657,MW834974,P.1,USA: Massachusetts,2021-03-21
5658,MW834975,P.1,USA: Massachusetts,2021-03-21
5659,MW834977,P.1,USA: Massachusetts,2021-03-21
5660,MW834982,P.1,USA: Massachusetts,2021-03-21
2762,MZ256427,P.1,USA: Massachusetts,2021-03-22
5581,MW915252,P.1,USA: Massachusetts,2021-03-24
5365,MW968582,P.1,USA: Massachusetts,2021-03-25
5367,MW968668,P.1,USA: Massachusetts,2021-03-25
5378,MW968972,P.1,USA: Massachusetts,2021-03-25
5578,MW915187,P.1,USA: Massachusetts,2021-03-25
5579,MW915209,P.1,USA: Massachusetts,2021-03-25
5580,MW915212,P.1,USA: Massachusetts,2021-03-25
5620,MW892185,P.1,USA: Massachusetts,2021-03-25
5370,MW968718,P.1,USA: Massachusetts,2021-03-26
5371,MW968719,P.1,USA: Massachusetts,2021-03-26
5374,MW968809,P.1,USA: Massachusetts,2021-03-26
5621,MW892205,P.1,USA: Massachusetts,2021-03-26
5516,MW932133,P.1,USA: Massachusetts,2021-03-27
5539,MW931285,P.1,USA: Massachusetts,2021-03-27
5514,MW932083,P.1,USA: Massachusetts,2021-03-28
5525,MW932460,P.1,USA: Massachusetts,2021-03-28
4014,MZ158943,P.1,USA: Massachusetts,2021-03-29
5541,MW931288,P.1,USA: Massachusetts,2021-03-29
5542,MW931299,P.1,USA: Massachusetts,2021-03-29
5543,MW931311,P.1,USA: Massachusetts,2021-03-29
5544,MW931332,P.1,USA: Massachusetts,2021-03-29
5521,MW932371,P.1,USA: Massachusetts,2021-03-30
5547,MW931485,P.1,USA: Massachusetts,2021-03-30
4424,MZ083336,P.1,USA: Massachusetts,2021-03-31
5530,MW932652,P.1,USA: Massachusetts,2021-03-31
5015,MZ023856,P.1,USA: Massachusetts,2021-04-01
5081,MZ009460,P.1,USA: Massachusetts,2021-04-01
5091,MZ009752,P.1,USA: Massachusetts,2021-04-01
5291,MZ006701,P.1,USA: Massachusetts,2021-04-01
5292,MZ006768,P.1,USA: Massachusetts,2021-04-01
5305,MZ007304,P.1,USA: Massachusetts,2021-04-01
4569,MZ074604,P.1,USA: Massachusetts,2021-04-02
4610,MZ075990,P.1,USA: Massachusetts,2021-04-02
5094,MZ009893,P.1,USA: Massachusetts,2021-04-02
4575,MZ074822,P.1,USA: Massachusetts,2021-04-03
4576,MZ074848,P.1,USA: Massachusetts,2021-04-03
4577,MZ074858,P.1,USA: Massachusetts,2021-04-03
4578,MZ074881,P.1,USA: Massachusetts,2021-04-03
4903,MZ035189,P.1,USA: Massachusetts,2021-04-03
4414,MZ082999,P.1,USA: Massachusetts,2021-04-04
5054,MZ025472,P.1,USA: Massachusetts,2021-04-04
4593,MZ075345,P.1,USA: Massachusetts,2021-04-05
4650,MZ076863,P.1,USA: Massachusetts,2021-04-05
4885,MZ033115,P.1,USA: Massachusetts,2021-04-05
4888,MZ033212,P.1,USA: Massachusetts,2021-04-05
4894,MZ034922,P.1,USA: Massachusetts,2021-04-05
4895,MZ034943,P.1,USA: Massachusetts,2021-04-05
4907,MZ035415,P.1,USA: Massachusetts,2021-04-05
4916,MZ035872,P.1,USA: Massachusetts,2021-04-05
5162,MZ019086,P.1,USA: Massachusetts,2021-04-05
5208,MW990604,P.1,USA: Massachusetts,2021-04-05
4446,MZ083912,P.1,USA: Massachusetts,2021-04-06
4597,MZ075434,P.1,USA: Massachusetts,2021-04-06
4912,MZ035688,P.1,USA: Massachusetts,2021-04-06
4450,MZ083959,P.1,USA: Massachusetts,2021-04-07
4455,MZ083970,P.1,USA: Massachusetts,2021-04-07
4457,MZ083973,P.1,USA: Massachusetts,2021-04-07
4496,MZ085613,P.1,USA: Massachusetts,2021-04-07
4671,MZ057993,P.1,USA: Massachusetts,2021-04-07
4743,MZ060247,P.1,USA: Massachusetts,2021-04-07
3278,MZ210883,P.1,USA: Massachusetts,2021-04-08
4487,MZ085214,P.1,USA: Massachusetts,2021-04-08
4523,MZ086623,P.1,USA: Massachusetts,2021-04-08
4836,MZ046898,P.1,USA: Massachusetts,2021-04-08
4837,MZ046950,P.1,USA: Massachusetts,2021-04-08
4838,MZ046959,P.1,USA: Massachusetts,2021-04-08
3335,MZ212169,P.1,USA: Massachusetts,2021-04-09
4672,MZ058010,P.1,USA: Massachusetts,2021-04-09
4715,MZ059391,P.1,USA: Massachusetts,2021-04-09
3263,MZ210480,P.1,USA: Massachusetts,2021-04-10
3303,MZ211387,P.1,USA: Massachusetts,2021-04-10
3342,MZ212462,P.1,USA: Massachusetts,2021-04-10
3343,MZ212463,P.1,USA: Massachusetts,2021-04-10
3344,MZ212469,P.1,USA: Massachusetts,2021-04-10
3370,MZ213359,P.1,USA: Massachusetts,2021-04-10
4242,MZ131191,P.1,USA: Massachusetts,2021-04-10
4700,MZ058986,P.1,USA: Massachusetts,2021-04-10
4728,MZ059815,P.1,USA: Massachusetts,2021-04-10
4782,MZ061374,P.1,USA: Massachusetts,2021-04-10
4784,MZ061381,P.1,USA: Massachusetts,2021-04-10
4799,MZ054918,P.1,USA: Massachusetts,2021-04-10
3255,MZ210394,P.1,USA: Massachusetts,2021-04-11
3257,MZ210411,P.1,USA: Massachusetts,2021-04-11
3258,MZ210413,P.1,USA: Massachusetts,2021-04-11
3294,MZ211239,P.1,USA: Massachusetts,2021-04-11
4627,MZ076697,P.1,USA: Massachusetts,2021-04-11
4631,MZ076758,P.1,USA: Massachusetts,2021-04-11
4632,MZ076760,P.1,USA: Massachusetts,2021-04-11
4633,MZ076762,P.1,USA: Massachusetts,2021-04-11
4635,MZ076764,P.1,USA: Massachusetts,2021-04-11
4669,MZ076979,P.1,USA: Massachusetts,2021-04-11
4681,MZ058126,P.1,USA: Massachusetts,2021-04-11
4682,MZ058127,P.1,USA: Massachusetts,2021-04-11
4719,MZ059568,P.1,USA: Massachusetts,2021-04-11
3374,MZ213464,P.1,USA: Massachusetts,2021-04-12
4342,MZ099857,P.1,USA: Massachusetts,2021-04-12
4351,MZ100190,P.1,USA: Massachusetts,2021-04-12
4558,MZ073595,P.1,USA: Massachusetts,2021-04-12
4626,MZ076696,P.1,USA: Massachusetts,2021-04-12
4667,MZ076971,P.1,USA: Massachusetts,2021-04-12
4670,MZ076983,P.1,USA: Massachusetts,2021-04-12
4745,MZ060309,P.1,USA: Massachusetts,2021-04-12
3389,MZ213831,P.1,USA: Massachusetts,2021-04-13
3391,MZ213872,P.1,USA: Massachusetts,2021-04-13
3427,MZ215013,P.1,USA: Massachusetts,2021-04-13
4363,MZ100561,P.1,USA: Massachusetts,2021-04-13
4760,MZ060492,P.1,USA: Massachusetts,2021-04-13
5213,MW990696,P.1,USA: Massachusetts,2021-04-13
3349,MZ212725,P.1,USA: Massachusetts,2021-04-14
3441,MZ215278,P.1,USA: Massachusetts,2021-04-14
3445,MZ215315,P.1,USA: Massachusetts,2021-04-14
3448,MZ215369,P.1,USA: Massachusetts,2021-04-14
4752,MZ060375,P.1,USA: Massachusetts,2021-04-14
4753,MZ060396,P.1,USA: Massachusetts,2021-04-14
4762,MZ060549,P.1,USA: Massachusetts,2021-04-14
4283,MZ133149,P.1,USA: Massachusetts,2021-04-15
4285,MZ133171,P.1,USA: Massachusetts,2021-04-15
4388,MZ101376,P.1,USA: Massachusetts,2021-04-15
2703,MZ271219,P.1,USA: Massachusetts,2021-04-16
3781,MZ185977,P.1,USA: Massachusetts,2021-04-16
3833,MZ187557,P.1,USA: Massachusetts,2021-04-17
3916,MZ166071,P.1,USA: Massachusetts,2021-04-17
3918,MZ166073,P.1,USA: Massachusetts,2021-04-17
3878,MZ188515,P.1,USA: Massachusetts,2021-04-18
3879,MZ188516,P.1,USA: Massachusetts,2021-04-18
3911,MZ166065,P.1,USA: Massachusetts,2021-04-18
3914,MZ166069,P.1,USA: Massachusetts,2021-04-18
3920,MZ166075,P.1,USA: Massachusetts,2021-04-18
3923,MZ166078,P.1,USA: Massachusetts,2021-04-18
4175,MZ154517,P.1,USA: Massachusetts,2021-04-18
4255,MZ132598,P.1,USA: Massachusetts,2021-04-18
4259,MZ132652,P.1,USA: Massachusetts,2021-04-18
3483,MZ206389,P.1,USA: Massachusetts,2021-04-19
3492,MZ192441,P.1,USA: Massachusetts,2021-04-19
3495,MZ192446,P.1,USA: Massachusetts,2021-04-19
3664,MZ184006,P.1,USA: Massachusetts,2021-04-19
3742,MZ185259,P.1,USA: Massachusetts,2021-04-19
3747,MZ185399,P.1,USA: Massachusetts,2021-04-19
3830,MZ187509,P.1,USA: Massachusetts,2021-04-19
3831,MZ187510,P.1,USA: Massachusetts,2021-04-19
3838,MZ187648,P.1,USA: Massachusetts,2021-04-19
3912,MZ166066,P.1,USA: Massachusetts,2021-04-19
3915,MZ166070,P.1,USA: Massachusetts,2021-04-19
3919,MZ166074,P.1,USA: Massachusetts,2021-04-19
3922,MZ166077,P.1,USA: Massachusetts,2021-04-19
3924,MZ166079,P.1,USA: Massachusetts,2021-04-19
3925,MZ166080,P.1,USA: Massachusetts,2021-04-19
4019,MZ160293,P.1,USA: Massachusetts,2021-04-19
4020,MZ160295,P.1,USA: Massachusetts,2021-04-19
4113,MZ164476,P.1,USA: Massachusetts,2021-04-19
4114,MZ164480,P.1,USA: Massachusetts,2021-04-19
4161,MZ153882,P.1,USA: Massachusetts,2021-04-19
3792,MZ186202,P.1,USA: Massachusetts,2021-04-20
3913,MZ166068,P.1,USA: Massachusetts,2021-04-20
4074,MZ163949,P.1,USA: Massachusetts,2021-04-20
4174,MZ154489,P.1,USA: Massachusetts,2021-04-20
2482,MZ284339,P.1,USA: Massachusetts,2021-04-21
3807,MZ186649,P.1,USA: Massachusetts,2021-04-21
4054,MZ163522,P.1,USA: Massachusetts,2021-04-21
4070,MZ163872,P.1,USA: Massachusetts,2021-04-21
2450,MZ283686,P.1,USA: Massachusetts,2021-04-22
2501,MZ284755,P.1,USA: Massachusetts,2021-04-22
2502,MZ284759,P.1,USA: Massachusetts,2021-04-22
4045,MZ163396,P.1,USA: Massachusetts,2021-04-22
2438,MZ283458,P.1,USA: Massachusetts,2021-04-23
4081,MZ164101,P.1,USA: Massachusetts,2021-04-23
4082,MZ164105,P.1,USA: Massachusetts,2021-04-23
2747,MZ255143,P.1,USA: Massachusetts,2021-04-24
2988,MZ241103,P.1,USA: Massachusetts,2021-04-24
3428,MZ215049,P.1,USA: Massachusetts,2021-04-24
4021,MZ160354,P.1,USA: Massachusetts,2021-04-24
3146,MZ228312,P.1,USA: Massachusetts,2021-04-25
3592,MZ196191,P.1,USA: Massachusetts,2021-04-25
3615,MZ201804,P.1,USA: Massachusetts,2021-04-25
3635,MZ202088,P.1,USA: Massachusetts,2021-04-25
1021,MZ376606,P.1,USA: Massachusetts,2021-04-26
1024,MZ376644,P.1,USA: Massachusetts,2021-04-26
2738,MZ255132,P.1,USA: Massachusetts,2021-04-26
2948,MZ241044,P.1,USA: Massachusetts,2021-04-26
2955,MZ241061,P.1,USA: Massachusetts,2021-04-26
2970,MZ241077,P.1,USA: Massachusetts,2021-04-26
2984,MZ241099,P.1,USA: Massachusetts,2021-04-26
2991,MZ241107,P.1,USA: Massachusetts,2021-04-26
3122,MZ227898,P.1,USA: Massachusetts,2021-04-26
3166,MZ228829,P.1,USA: Massachusetts,2021-04-26
3551,MZ195516,P.1,USA: Massachusetts,2021-04-26
3553,MZ195520,P.1,USA: Massachusetts,2021-04-26
4022,MZ160362,P.1,USA: Massachusetts,2021-04-26
4232,MZ145455,P.1,USA: Massachusetts,2021-04-26
2466,MZ284028,P.1,USA: Massachusetts,2021-04-27
2484,MZ284370,P.1,USA: Massachusetts,2021-04-27
2974,MZ241082,P.1,USA: Massachusetts,2021-04-27
3155,MZ228656,P.1,USA: Massachusetts,2021-04-27
3156,MZ228659,P.1,USA: Massachusetts,2021-04-27
3157,MZ228682,P.1,USA: Massachusetts,2021-04-27
3173,MZ228952,P.1,USA: Massachusetts,2021-04-27
3535,MZ195240,P.1,USA: Massachusetts,2021-04-27
3608,MZ201582,P.1,USA: Massachusetts,2021-04-27
3609,MZ201601,P.1,USA: Massachusetts,2021-04-27
3864,MZ188237,P.1,USA: Massachusetts,2021-04-27
1632,MZ317774,P.1,USA: Massachusetts,2021-04-28
2968,MZ241075,P.1,USA: Massachusetts,2021-04-28
2985,MZ241100,P.1,USA: Massachusetts,2021-04-28
3138,MZ228172,P.1,USA: Massachusetts,2021-04-28
3174,MZ229010,P.1,USA: Massachusetts,2021-04-28
3703,MZ184783,P.1,USA: Massachusetts,2021-04-28
3865,MZ188238,P.1,USA: Massachusetts,2021-04-28
2788,MZ236871,P.1,USA: Massachusetts,2021-04-29
2790,MZ236883,P.1,USA: Massachusetts,2021-04-29
2791,MZ236894,P.1,USA: Massachusetts,2021-04-29
2793,MZ236915,P.1,USA: Massachusetts,2021-04-29
2794,MZ236924,P.1,USA: Massachusetts,2021-04-29
2801,MZ237102,P.1,USA: Massachusetts,2021-04-29
2809,MZ237213,P.1,USA: Massachusetts,2021-04-29
3161,MZ228754,P.1,USA: Massachusetts,2021-04-29
3162,MZ228761,P.1,USA: Massachusetts,2021-04-29
3683,MZ184316,P.1,USA: Massachusetts,2021-04-29
3995,MZ181016,P.1,USA: Massachusetts,2021-04-29
3997,MZ181029,P.1,USA: Massachusetts,2021-04-29
2795,MZ236943,P.1,USA: Massachusetts,2021-04-30
2803,MZ237108,P.1,USA: Massachusetts,2021-04-30
2804,MZ237110,P.1,USA: Massachusetts,2021-04-30
2806,MZ237148,P.1,USA: Massachusetts,2021-04-30
2825,MZ237530,P.1,USA: Massachusetts,2021-04-30
1904,MZ305372,P.1,USA: Massachusetts,2021-05-01
2186,MZ279103,P.1,USA: Massachusetts,2021-05-01
2187,MZ279105,P.1,USA: Massachusetts,2021-05-01
2189,MZ279147,P.1,USA: Massachusetts,2021-05-01
2191,MZ279157,P.1,USA: Massachusetts,2021-05-01
2331,MZ281782,P.1,USA: Massachusetts,2021-05-01
2374,MZ282408,P.1,USA: Massachusetts,2021-05-01
2549,MZ290186,P.1,USA: Massachusetts,2021-05-01
2555,MZ290193,P.1,USA: Massachusetts,2021-05-01
2743,MZ255137,P.1,USA: Massachusetts,2021-05-01
2800,MZ237060,P.1,USA: Massachusetts,2021-05-01
2827,MZ237545,P.1,USA: Massachusetts,2021-05-01
2828,MZ237547,P.1,USA: Massachusetts,2021-05-01
1707,MZ320540,P.1,USA: Massachusetts,2021-05-02
2182,MZ278997,P.1,USA: Massachusetts,2021-05-02
2201,MZ279387,P.1,USA: Massachusetts,2021-05-02
2334,MZ281793,P.1,USA: Massachusetts,2021-05-02
2357,MZ282103,P.1,USA: Massachusetts,2021-05-02
2358,MZ282109,P.1,USA: Massachusetts,2021-05-02
2361,MZ282160,P.1,USA: Massachusetts,2021-05-02
2575,MZ290227,P.1,USA: Massachusetts,2021-05-02
2739,MZ255133,P.1,USA: Massachusetts,2021-05-02
2831,MZ237579,P.1,USA: Massachusetts,2021-05-02
2836,MZ237636,P.1,USA: Massachusetts,2021-05-02
2919,MZ240286,P.1,USA: Massachusetts,2021-05-02
2175,MZ278871,P.1,USA: Massachusetts,2021-05-03
2176,MZ278895,P.1,USA: Massachusetts,2021-05-03
2179,MZ278913,P.1,USA: Massachusetts,2021-05-03
2545,MZ290180,P.1,USA: Massachusetts,2021-05-03
2573,MZ290225,P.1,USA: Massachusetts,2021-05-03
2576,MZ290228,P.1,USA: Massachusetts,2021-05-03
2580,MZ290234,P.1,USA: Massachusetts,2021-05-03
2987,MZ241102,P.1,USA: Massachusetts,2021-05-03
1697,MZ320527,P.1,USA: Massachusetts,2021-05-04
2162,MZ278649,P.1,USA: Massachusetts,2021-05-04
2367,MZ282280,P.1,USA: Massachusetts,2021-05-04
2550,MZ290188,P.1,USA: Massachusetts,2021-05-04
2572,MZ290223,P.1,USA: Massachusetts,2021-05-04
2617,MZ290742,P.1,USA: Massachusetts,2021-05-04
2622,MZ290793,P.1,USA: Massachusetts,2021-05-04
2633,MZ291049,P.1,USA: Massachusetts,2021-05-04
2746,MZ255141,P.1,USA: Massachusetts,2021-05-04
2876,MZ238569,P.1,USA: Massachusetts,2021-05-04
2520,MZ290139,P.1,USA: Massachusetts,2021-05-05
